studyid,fechaa1,r_a1,fechaa2,r_a2,fechaa3,r_a3,fechab1,r_b1,fechab2,r_b2,fechab3,r_b3,fechac1,r_c1,fechac2,r_c2,fechac3,r_c3,fechad1,r_d1,fechad2,r_d2,fechad3,r_d3,fechae1,r_e1,fechae2,r_e2,fechae3,r_e3,fechaf1,r_f1,fechaf2,r_f2,fechaf3,r_f3,fechag1,r_g1,fechag2,r_g2,fechag3,r_g3,fechah1,r_h1,fechah2,r_h2,fechah3,r_h3,fechai1,r_i1,fechai2,r_i2,fechai3,r_i3,fechaj1,r_j1,fechaj2,r_j2,fechaj3,r_j3,fechak1,r_k1,fechak2,r_k2,fechak3,r_k3,ms_a,h_ini,m_ini,p1,p2,p3_1,p3_2,p4a,p4b,p5a,p5b,p6,p7,p8a,p8b,p9a,p9b,p9c,p10a,p10b,p11,p12_1,p12_2,p12_3,p13_a,p13_b,p14,p15,p16,p17,p18,p19,p20,p21_a,p21_b,p22,p23,p24,p25,p26,p27_a,p27_b,p28,p29,p30_a,p30_b,p31_a,p31_b,p32,p33_1,p33_2,p33_3,p34_1,p34_2,p34_3,p35_a,p35_b,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,h_ter,m_ter,min,weight,rp1,d1lc394,rp67,rp3_1,encue,sup,edo,muni,ageb,nreg,nciudad,cd,loca,date1,cases,total,muni_r
337,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,11,57,3,4,2,2,3,2,2,2,12,2,3,1,1,1,2,4,4,3,1,1,2,7,7,1,2,1,1,2,1,2,2,1,2,1,1,2,2,4,4,3,12,66,18,20,9,2,1,1,2,1,1,1,11,28,6,1,2,7,1,4,3,4,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,1,1,4,12,25,28,.79,3,4,3,1,1080,15,11,17,075-4,3,4,3,30,11200,1,1,1117
338,11200,7, ,0, ,0,11200,4, ,0, ,0,11200,6, ,0, ,0,11200,6, ,0, ,0,11200,6,11200,6, ,0,11200,6, ,0, ,0,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,14,0,3,2,2,2,2,2,2,2,11,2,1,2,1,1,1,4,5,2,2,1,3,11,9,1,1,2,7,7,2,2,3,1,2,2,1,2,1,4,4,3,12,25,18,39,9,4,2,2,2,1,1,1,16,11,5,3,2,7,1,2,3,3,1,3,1,1,1,1,2,7,7,7,1,2,2,7,7,2,1,1,3,5,7,2,1,4,14,22,22,.88,3,2,3,1,1080,15,11,17,075-4,3,4,3,30,11200,1,1,1117
339,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,14,30,3,2,3,2,3,2,1,2,38,1,2,1,1,1,1,4,5,3,2,1,2,7,7,1,3,2,7,7,1,2,1,1,3,3,1,3,1,2,3,4,50,47,18,20,9,2,1,2,2,1,1,2,16,35,1,1,2,7,2,4,3,3,1,2,1,1,5,1,2,7,7,7,1,1,2,7,2,2,2,1,1,5,7,2,1,4,14,55,25,.79,3,2,3,2,1080,15,11,17,075-4,3,4,3,30,11200,1,1,1117
340,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,14,57,2,2,1,2,1,2,2,1,11,3,1,2,1,1,1,4,5,2,2,2,2,7,7,2,1,2,7,7,2,1,2,1,1,2,1,1,1,4,4,3,13,47,19,12,9,2,1,2,2,1,1,1,35,48,1,1,1,2,1,3,2,3,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,2,2,2,7,7,1,2,1,4,15,20,23,.66,2,2,3,1,1080,15,11,17,075-4,3,4,3,30,11200,1,1,1117
341,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,25,2,3,2,2,2,2,2,2,11,2,2,1,2,1,1,4,3,2,3,2,2,7,7,2,2,2,7,7,1,2,2,1,1,1,1,1,1,4,4,3,12,19,9,15,39,3,1,1,1,1,2,1,8,9,1,2,1,2,2,3,2,2,2,2,1,1,1,1,2,7,7,7,2,7,2,7,7,2,1,1,3,5,7,1,1,4,16,53,28,.69,2,3,3,1,1075,15,11,17,040-0,3,4,3,30,11200,1,1,1117
342,11200,8, ,0, ,0,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,16,55,4,2,3,2,2,1,3,4,8,3,1,1,1,2,1,2,4,4,3,1,1,7,7,1,1,2,7,7,1,1,2,2,2,2,1,1,3,4,4,3,12,84,9,39,27,2,1,1,1,1,2,1,8,9,3,1,2,7,1,4,3,3,1,2,3,1,5,2,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,2,1,4,17,15,20,.56,4,2,3,2,1075,15,11,17,040-0,3,4,3,30,11200,1,1,1117
343,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,17,23,3,4,2,2,2,2,2,3,11,2,2,2,2,2,2,4,1,4,2,2,2,7,7,2,1,1,1,2,1,2,4,1,2,4,1,3,1,4,3,3,12,18,38,20,39,4,1,1,1,1,1,1,42,22,1,4,2,7,1,1,2,3,2,3,1,1,1,1,2,7,7,7,2,7,2,7,7,5,1,1,5,3,7,2,1,4,17,53,30,.82,3,4,3,1,1075,15,11,17,040-0,3,4,3,30,11200,1,1,1117
344,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,18,0,4,1,2,2,2,2,2,2,11,2,1,2,1,1,1,4,5,1,2,2,2,7,7,2,2,2,7,7,2,2,2,1,8,7,1,3,3,4,4,1,7,46,41,41,9,2,1,1,1,1,1,1,8,9,3,1,2,7,1,2,2,2,1,1,1,1,1,2,2,7,7,7,2,7,2,7,7,1,2,1,3,5,7,1,1,4,18,26,26,.56,4,2,3,1,1075,15,11,17,040-0,3,4,3,30,11200,1,1,1117
345,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,18,28,2,2,2,2,2,2,1,2,45,2,2,1,1,1,2,4,1,1,2,3,3,8,9,2,1,2,7,7,1,2,1,1,1,1,2,2,3,3,4,3,12,8,9,11,9,1,1,1,1,1,1,1,8,9,5,1,1,1,1,1,3,3,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,1,2,1,3,5,7,2,1,4,19,7,39,.61,2,2,3,1,1075,15,11,17,040-0,3,4,3,30,11200,1,1,1117
346,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,55,5,2,2,2,1,1,2,2,11,1,2,1,1,1,2,2,2,3,3,2,2,7,7,1,2,1,1,2,1,2,3,1,2,4,1,3,1,4,4,3,12,47,46,20,9,4,2,2,2,1,1,1,16,11,1,3,2,7,1,1,3,3,2,2,1,1,2,1,1,1,4,2,2,7,1,2,7,1,2,1,5,3,7,1,13,4,17,25,30,.56,4,2,3,1,1080,15,11,17,040-0,3,4,3,30,11200,1,1,1117
347,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,17,26,4,2,2,2,1,2,2,1,20,1,1,2,1,2,2,4,5,2,2,1,2,7,7,2,2,2,7,7,1,2,3,1,2,2,1,2,1,4,4,3,12,47,19,8,9,3,1,2,2,1,1,1,35,9,2,1,2,7,1,2,3,3,1,3,1,1,3,1,2,7,7,7,2,7,2,7,7,5,1,1,1,5,7,1,11,4,17,50,24,.69,4,2,3,1,1080,15,11,17,040-0,3,4,3,30,11200,1,1,1117
348,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,17,55,2,2,3,2,2,2,2,3,32,2,3,1,2,2,2,4,1,3,3,3,3,17,9,3,2,2,7,7,1,2,2,1,4,7,1,3,1,4,4,3,12,40,9,68,9,3,2,2,2,2,2,2,16,9,3,3,2,7,2,4,3,3,1,3,1,1,3,1,2,7,7,7,2,7,2,7,7,1,1,1,3,5,7,2,1,4,18,15,20,.69,2,2,3,2,1080,15,11,17,040-0,3,4,3,30,11200,1,1,1117
349,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,20,5,1,2,2,1,2,2,2,20,1,3,1,1,1,2,2,4,3,1,1,2,7,7,2,1,1,1,3,1,2,3,2,3,2,1,2,1,4,4,3,12,8,9,20,68,3,1,2,2,1,1,1,35,28,1,4,2,7,2,2,3,4,1,3,1,1,1,1,1,1,4,2,2,7,2,7,7,1,1,1,4,1,7,1,1,4,18,40,20,.69,4,2,3,1,1080,15,11,17,040-0,3,4,3,30,11200,1,1,1117
350,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,55,2,3,4,2,2,1,1,4,11,1,2,1,1,1,2,1,5,3,1,1,3,11,9,3,2,1,2,7,1,2,4,1,3,4,2,4,1,4,3,3,12,18,47,46,20,3,2,1,2,1,1,2,48,42,2,1,1,2,2,2,3,4,2,1,1,1,2,1,2,7,7,7,1,2,2,7,7,1,1,1,3,5,7,2,1,4,19,25,30,.69,2,3,3,2,1080,15,11,17,040-0,3,4,3,30,11200,1,1,1117
351,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,20,5,2,2,3,2,3,1,2,2,12,2,1,2,2,2,2,4,2,3,1,1,3,17,9,2,1,2,7,7,2,1,3,1,2,4,1,4,1,4,4,3,12,84,9,75,9,4,1,2,2,1,2,2,8,9,1,1,2,7,1,1,4,3,1,3,1,1,1,1,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,2,1,3,20,25,20,.75,2,2,2,2,1080,15,11,17,022-2,3,4,3,30,11200,1,1,1117
352,11200,7, ,0, ,0,11200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,20,35,2,4,2,2,2,2,2,2,11,1,1,2,1,2,1,2,4,2,2,2,2,7,7,1,2,1,1,2,1,2,2,1,3,2,1,2,1,4,4,3,12,46,9,20,9,2,1,1,2,1,2,1,16,9,1,1,2,7,2,1,3,3,1,2,1,1,1,1,2,7,7,7,2,7,2,7,7,1,2,1,1,5,7,1,1,3,20,55,20,.75,2,4,2,1,1080,15,11,17,022-2,3,4,3,30,11200,1,1,1117
353,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,10,40,4,4,2,1,1,2,2,2,12,1,2,3,2,1,2,4,5,2,2,1,2,7,7,1,2,1,2,7,1,2,4,1,3,2,1,2,1,4,4,3,12,53,9,20,68,2,1,1,1,2,2,2,16,9,1,4,2,7,2,4,4,4,2,2,1,1,1,1,2,7,7,7,2,7,2,7,7,3,2,1,1,5,7,1,1,3,11,5,25,.69,4,4,2,1,1080,15,11,17,022-2,3,4,3,30,21200,1,1,1117
354,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,11,40,2,4,2,2,1,1,2,1,11,2,2,1,2,1,2,4,1,2,3,1,3,32,9,2,2,2,7,7,1,1,3,1,3,3,2,3,1,2,2,3,12,53,47,20,33,2,1,2,2,1,1,2,11,28,2,1,2,7,1,3,3,3,1,3,1,1,4,1,2,7,7,7,1,1,2,7,2,1,1,1,3,5,7,1,1,3,12,0,20,.84,2,4,2,1,1080,15,11,17,022-2,3,4,3,30,21200,1,1,1117
355,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,11,20,5,2,2,1,1,1,2,2,11,1,2,1,1,1,2,2,5,2,1,1,2,7,7,2,1,1,2,7,1,2,2,1,2,2,1,2,1,4,4,3,11,47,53,20,9,2,1,2,2,1,1,2,8,9,8,1,2,7,1,1,2,3,2,2,1,1,2,2,2,7,7,7,2,7,2,7,7,5,2,2,7,7,1,1,1,3,11,38,18,.69,4,2,2,1,1080,15,11,17,022-2,3,4,3,30,21200,1,1,1117
356,21200,5, ,0, ,0,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,11,42,1,4,3,2,2,2,2,2,53,2,1,2,1,1,1,4,4,2,2,2,1,7,7,2,2,2,7,7,1,1,1,2,3,2,2,2,2,4,4,3,12,18,46,39,14,2,1,1,1,2,8,1,42,9,2,4,2,7,2,1,2,3,2,2,1,1,1,1,1,1,2,3,2,7,2,7,7,1,1,2,7,7,2,1,1,3,12,12,30,2.01,1,4,2,2,1075,15,11,17,022-2,3,4,3,30,21200,1,1,1117
357,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,12,15,3,4,1,1,3,2,2,2,11,1,2,1,1,1,2,3,4,3,2,1,2,7,7,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,4,3,12,66,32,46,9,3,1,1,1,1,2,1,16,29,1,1,2,7,2,1,3,3,1,1,1,1,1,1,2,7,7,7,1,1,2,7,2,1,1,1,1,5,7,1,1,3,12,38,23,1.01,3,4,2,1,1075,15,11,17,022-2,3,4,3,30,21200,1,1,1117
358,21200,5, ,0, ,0,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,12,30,4,4,2,2,2,1,1,1,11,2,2,1,2,2,2,2,5,3,1,1,2,7,7,2,1,1,2,7,2,2,2,1,2,3,1,2,1,3,3,3,12,47,18,20,9,3,1,2,2,1,1,2,11,29,2,1,2,7,1,3,3,4,2,3,1,1,3,1,1,2,4,4,2,7,1,2,7,1,2,2,7,7,1,1,1,3,12,55,25,.69,4,4,2,1,1080,15,11,17,022-2,3,4,3,30,21200,1,1,1117
359,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,13,0,5,3,2,1,2,2,2,1,12,1,2,1,1,1,2,4,5,2,1,1,1,7,7,2,1,2,7,7,2,1,3,1,2,2,2,2,1,4,4,3,12,18,9,20,9,3,1,2,2,1,1,1,16,28,1,4,2,7,1,1,2,3,2,2,1,1,5,1,2,7,7,7,2,7,2,7,7,1,2,2,7,7,1,1,1,3,13,19,19,.69,4,3,2,1,1080,15,11,17,022-2,3,4,3,30,21200,1,1,1117
360,21200,2, ,0, ,0,21200,5, ,0, ,0,21200,6, ,0, ,0,21200,6, ,0, ,0,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,12,53,3,4,2,2,2,2,2,2,20,2,1,2,2,1,1,4,1,3,2,1,2,7,7,1,1,1,1,2,1,2,3,1,2,3,1,2,1,4,4,4,50,47,18,81,9,2,1,2,2,1,1,2,16,35,1,4,2,7,1,1,3,3,1,1,1,1,4,1,1,1,3,3,2,7,2,7,7,1,2,1,1,5,7,1,1,3,13,20,27,.9,3,4,2,1,1075,15,11,17,022-2,3,4,3,30,21200,1,1,1117
361,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,14,5,2,2,2,2,1,2,2,11,2,2,1,1,1,1,1,5,2,2,1,2,7,7,2,2,2,7,7,2,2,2,3,3,2,2,3,1,4,4,3,13,84,9,75,9,2,1,1,1,1,2,2,35,42,3,1,2,7,2,4,2,2,1,2,2,1,3,1,2,7,7,7,2,7,2,7,7,5,1,1,4,6,7,1,1,4,16,34,20,.79,4,2,3,1,1075,15,11,20,055-2,3,4,7,30,21200,1,1,1120
362,21200,6, ,0, ,0,21200,6, ,0, ,0,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,16,50,1,3,3,1,2,2,2,2,8,1,1,1,1,1,1,2,2,2,2,1,3,8,9,4,2,2,7,7,1,1,1,2,2,3,1,3,1,1,4,3,12,8,9,27,39,2,2,1,1,1,2,1,8,9,5,1,2,7,3,4,4,3,2,2,1,1,5,2,2,7,7,7,2,7,2,7,7,1,2,1,3,5,7,1,1,4,17,18,28,1.35,1,3,3,2,1075,15,11,20,055-2,3,4,7,30,21200,1,1,1120
363,21200,5, ,0, ,0,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,2,17,32,5,2,2,8,2,8,2,2,13,2,8,8,1,1,2,4,5,2,2,1,1,7,7,2,2,2,7,7,2,2,2,1,3,2,2,2,2,2,1,3,13,39,9,33,11,2,1,1,8,8,2,1,8,9,6,1,1,2,4,3,3,3,2,2,1,1,1,2,2,7,7,7,2,7,2,7,7,2,2,2,7,7,1,1,1,4,18,3,31,.64,4,2,3,1,1075,15,11,20,055-2,3,4,7,30,21200,1,1,1120
364,21200,4, ,0, ,0,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,18,8,2,3,3,2,2,1,2,3,11,1,3,1,1,2,2,4,1,3,3,1,3,11,9,2,2,1,1,3,1,1,2,1,2,4,2,2,1,4,4,3,13,31,90,20,69,2,1,1,1,1,1,1,8,9,4,1,2,7,3,1,3,3,2,2,2,1,4,1,2,7,7,7,2,7,2,7,7,1,1,1,5,3,7,1,1,4,18,36,28,.79,2,3,3,2,1075,15,11,20,055-2,3,4,7,30,21200,1,1,1120
365,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,42,5,2,2,2,1,2,2,2,45,2,1,1,2,1,2,4,5,1,1,1,1,7,7,1,1,2,7,7,2,2,4,1,1,1,1,2,3,4,4,3,13,11,9,20,9,1,1,1,1,1,2,1,42,9,2,1,2,7,2,3,3,4,1,1,1,1,1,1,2,7,7,7,2,7,2,7,7,1,1,2,7,7,3,1,1,4,19,8,26,.79,4,2,3,1,1075,15,11,20,055-2,3,4,7,30,21200,1,1,1120
366,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,16,25,2,2,2,2,2,2,2,3,45,2,1,1,2,1,2,4,1,3,2,2,1,7,7,4,1,1,2,7,1,2,3,1,2,3,1,3,2,3,3,3,12,40,18,15,20,3,1,1,1,2,1,1,35,9,5,3,1,2,1,1,3,3,2,4,1,1,1,1,2,7,7,7,2,7,2,7,7,1,1,1,4,1,7,1,1,4,16,46,21,.79,2,2,3,1,1080,15,11,20,055-2,3,4,7,30,21200,1,1,1120
367,21200,5, ,0, ,0,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,16,57,4,3,2,2,1,1,2,2,11,3,2,2,2,2,2,3,5,2,1,2,2,7,7,1,1,1,2,7,1,2,3,2,2,4,2,1,1,1,1,1,7,25,9,20,9,1,1,1,2,2,2,2,16,28,1,4,2,7,2,11,4,2,2,2,1,1,8,1,2,7,7,7,1,1,2,7,2,5,1,1,3,3,7,1,1,4,17,45,48,.79,4,3,3,1,1080,15,11,20,055-2,3,2,7,7,21200,1,1,1120
368,21200,8, ,0, ,0,21200,6, ,0, ,0,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,1,18,5,3,2,2,2,2,2,2,1,12,2,3,1,2,1,2,4,1,3,3,1,2,7,7,4,2,2,7,7,2,2,3,2,3,2,1,3,1,4,4,5,7,19,9,12,9,2,2,1,1,1,2,1,11,9,1,1,2,7,2,2,3,3,1,4,1,1,1,1,2,7,7,7,2,7,2,7,7,1,1,1,3,5,7,1,1,3,18,25,20,.94,3,2,2,1,1080,15,11,20,055-2,3,2,7,7,21200,1,1,1120
369,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,18,31,5,1,2,2,2,1,2,1,11,1,1,2,1,1,2,2,1,3,2,1,2,7,7,3,2,2,7,7,1,2,2,1,2,2,1,2,1,4,4,1,7,18,47,20,9,3,1,2,2,1,1,1,8,9,1,1,2,7,1,3,3,4,1,3,1,1,3,1,2,7,7,7,2,7,2,7,7,2,2,2,7,7,1,1,1,3,18,53,22,.64,4,2,2,1,1080,15,11,20,055-2,3,4,7,30,21200,1,1,1120
370,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,18,57,3,2,2,2,1,2,2,1,12,1,2,1,1,1,2,4,4,2,1,1,2,7,7,2,1,2,7,7,2,2,3,1,2,3,1,2,1,2,2,3,12,59,9,20,9,3,1,2,2,1,1,1,16,28,1,4,2,7,2,2,2,3,1,3,1,1,2,1,2,7,7,7,2,7,2,7,7,5,1,1,3,5,7,2,1,3,19,20,23,.94,3,2,2,1,1080,15,11,20,055-2,3,4,7,30,21200,1,1,1120
371,21200,4, ,0, ,0,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,19,50,4,4,2,2,2,1,2,2,32,1,2,1,1,2,2,2,5,2,1,2,2,7,7,2,1,2,7,7,1,2,3,2,3,3,1,2,1,2,2,5,7,40,18,46,9,3,1,2,2,1,1,1,11,16,4,1,2,7,2,3,3,4,2,3,1,1,3,1,1,2,4,2,2,7,1,1,2,1,2,1,1,5,7,1,1,3,20,15,25,.61,4,4,2,1,1080,15,11,20,110-3,3,2,7,7,21200,1,1,1120
372,21200,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,4,20,20,5,3,2,2,2,2,2,1,11,1,1,2,1,1,2,4,5,1,1,1,1,7,7,3,2,2,7,7,1,2,3,1,2,2,2,2,1,4,4,3,13,18,9,39,9,3,1,1,1,1,1,1,11,9,3,3,2,7,2,3,3,4,1,1,1,1,4,2,1,1,4,2,2,7,2,7,7,2,1,2,7,7,3,1,1,3,20,45,25,.75,4,3,2,1,1080,15,11,20,110-3,3,2,7,7,21200,1,1,1120
